AABA,198.09695668376503
AAL,168.7873096914322
AAME,3.6046175042760353
AAOI,212.48399646022182
AAON,186.42087271432337
AAPL,101.2473415773179
AAWW,64.4893286989998
AAXJ,25.629789923398206
AAXN,304.8268218572418
ABAC,40.252169152117965
ABAX,99.53093566559943
ABCB,175.91369923820915
ABCD,328.09903298923496
ABDC,-73.80486501350724
ABEO,170.85223790705828
ABEOW,0.0
ABIL,1271.5844757602722
ABIO,-260.2010657304871
ABMD,490.53840772306353
ABTX,80.93588301534622
ABUS,172.78812184558402
ACAD,407.16141514785085
ACBI,33.865522217246394
ACER,-38.01066808329091
ACET,22.782094201605275
ACGL,77.67439374194058
ACGLO,116.87381233452122
ACGLP,-1.9946421761425484
ACHC,100.18729015035271
ACHN,92.14541830816576
ACHV,-367.24412877743987
ACIA,52.68948870783399
ACIU,-48.91507427407893
ACIW,69.532793042599
ACLS,198.05415175147476
ACMR,78.5918061233493
ACNB,80.29764616521489
ACOR,43.94824315174145
ACRS,115.76431458021189
ACRX,73.515918744604
ACSF,-3.8942600736452704
ACST,-271.2664470187309
ACT,0.5385007366263466
ACTG,-82.78390245650658
ACWI,42.68005021220847
ACWX,16.659459162409618
ACXM,107.6420440994718
ADAP,38.95798031250931
ADBE,227.14673767678417
ADES,173.96104108008507
ADI,90.44108746455706
ADMA,-23.259129864941926
ADMP,-95.73321550538107
ADMS,123.18984226278315
ADOM,-117.20081135902635
ADP,113.11239453338699
ADRA,24.485791853010753
ADRD,10.12256153478296
ADRE,8.948627818711088
ADRO,-131.8902978968816
ADRU,8.080094999388862
ADSK,143.2229342873526
ADTN,-14.16834893300637
ADUS,320.39254274538774
ADVM,6.304786109954009
ADXS,-6.452835417668766
ADXSW,0.0
AEGN,20.88257486002091
AEHR,243.15876718192112
AEIS,189.0838583575445
AEMD,2.44145980970481
AERI,244.62907329375219
AETI,-62.66414158481435
AEY,-32.618352341281636
AEZS,-264.7959778618006
AFH,130.46921667073684
AFHBL,0.0
AFMD,-68.31491457170003
AFSI,69.79290419353757
AGEN,-45.993381887081235
AGFS,95.54840487905173
AGFSW,0.0
AGIO,340.7892589573373
AGLE,59.55907229958691
AGMH,275.87301587301585
AGNC,-41.629170542217366
AGNCB,3.813085292636444
AGNCN,234.13409649096258
AGND,-13.390835688716521
AGRX,-102.78790000790642
AGTC,-78.27314067198326
AGYS,80.65418556626913
AGZD,-3.773940691273282
AHPA,2.954487826334457
AHPAU,0.0
AHPAW,0.0
AHPI,-61.612388192025975
AIA,35.24750688717312
AIHS,-5.564924114671172
AIMC,94.11002711961015
AIMT,44.792457952016136
AINV,-39.31761338586193
AIPT,-188.77540684301695
AIQ,-0.3724394785847238
AIRG,44.1816966331005
AIRR,42.819933887334415
AIRT,13.628613287904585
AKAM,65.8528572386062
AKAO,16.40941849775176
AKBA,-52.88062292277682
AKCA,1589.7546044299543
AKER,60.21839885749097
AKRX,86.04700975434261
AKTS,203.75603471071457
AKTX,-256.06410736188644
ALBO,21.967488243936486
ALCO,-0.418708495059974
ALDR,151.38811427486525
ALDX,20.149072370588243
ALGN,347.57255574625265
ALGT,80.45935967599094
ALIM,86.88653825269964
ALJJ,240.69592073738488
ALKS,139.08817581301219
ALLT,-106.86460171442792
ALNA,29.585414394820305
ALNY,427.3498784640036
ALOT,91.95143741006201
ALPN,-123.4802571125866
ALQA,88.2019549585704
ALRM,114.94422702222066
ALRN,-50.8864948598789
ALSK,14.107781860438621
ALT,8241.891662458456
ALTR,121.63351262768532
ALTY,-0.26937500809542314
ALXN,37.55050720777642
AMAG,96.27392581944292
AMAT,187.9693825915959
AMBA,219.96682047511624
AMBC,39.24391972711396
AMBCW,0.0
AMCA,122.16231659398889
AMCN,-18.672615910265783
AMCX,32.23271088575517
AMD,363.8959867108766
AMDA,-367.77532776332475
AMED,256.4302754493893
AMEH,295.84773246176337
AMGN,79.04554356600637
AMKR,91.55164424584702
AMMA,-155.6331583134447
AMNB,84.18926330684039
AMOT,256.66872384566943
AMOV,-17.596415811290044
AMPH,70.92762705023165
AMR,-32.64094955489614
AMRB,88.4275593175092
AMRH,12984.94599117602
AMRHW,0.0
AMRK,32.56429067417426
AMRN,14.394191952553726
AMRS,-78.14774665610551
AMRWW,0.0
AMSC,-78.0275508186823
AMSF,92.71702436523681
AMSWA,68.3904850411634
AMTD,143.27941835057993
AMTX,-0.9222386808593228
AMWD,185.47047984701481
AMZN,267.89263264488795
ANAB,463.1009377121918
ANAT,76.97523971227001
ANCB,40.469674982242665
ANCX,81.20441239190178
ANDE,78.86898518507887
ANGI,72.03164478747449
ANGO,96.4272568300156
ANIK,257.89899793890265
ANIP,367.2270327163341
ANSS,111.13251659228246
ANY,177.24078718478393
AOBC,99.90932343835485
AOSL,108.17230713052453
APDN,-165.82372564648796
APDNW,0.0
APEI,53.378162663484154
APEN,102.30598140617096
APLS,13.992604213377646
APOG,87.44506454823511
APOP,78.72162014821679
APOPW,0.0
APPF,203.39556798215372
APPN,119.10373596116989
APPS,17.625643854981206
APRI,-61.98755011419852
APTI,59.06736167756567
APTO,27.565445434921855
APTX,19.653459423096066
APVO,5.152631578947393
APWC,16.261141404053085
AQB,50123.172103487064
AQMS,90.68622600813279
AQXP,-45.09664244845586
ARAY,-30.07221173646235
ARCB,309.9116148189049
ARCC,-8.221982622958151
ARCI,-3.53691856577921
ARCT,844.6869611711312
ARCW,43.86174993230231
ARDM,172.5630373651985
ARDX,-96.00577845959664
AREX,-109.46134295102338
ARGX,204.49820693947143
ARII,23.77801922369588
ARKR,44.64292777019969
